Timestamp,Power,Result,PatternRIS0,PatternRIS1
2026-04-09T14:22:48.799292,10.0,-71.14505263568161,24,0
2026-04-09T14:22:48.802501,10.0,-78.18441473106135,25,0
2026-04-09T14:22:48.805756,10.0,-73.89212340372941,26,0
2026-04-09T14:22:48.809103,10.0,-76.4524365185205,27,0
2026-04-09T14:22:48.812864,10.0,-68.45995457519615,28,0
2026-04-09T14:22:48.816353,10.0,-74.49354292639569,29,0
2026-04-09T14:22:48.819635,10.0,-70.76567876505693,30,0
2026-04-09T14:22:48.822907,10.0,-70.02055712366736,31,0
2026-04-09T14:22:48.825932,10.0,-79.81204830297537,0,0
2026-04-09T14:22:48.829083,10.0,-64.52125634768885,0,1
2026-04-09T14:22:48.832430,10.0,-63.460944482365704,0,2
2026-04-09T14:22:48.836507,10.0,-61.510509799445515,0,3
2026-04-09T14:22:48.840130,10.0,-68.10474894205703,0,4
2026-04-09T14:22:48.843567,10.0,-63.11461671176046,0,5
2026-04-09T14:22:48.847379,10.0,-76.41667238519996,0,6
2026-04-09T14:22:48.850764,10.0,-67.22297573866646,0,7
2026-04-09T14:22:48.853972,10.0,-69.34520100219898,0,8
2026-04-09T14:22:48.857180,10.0,-79.87489080285785,0,9
2026-04-09T14:22:48.861545,10.0,-60.46101514920662,0,10
2026-04-09T14:22:48.864760,10.0,-62.203765272198254,0,11
2026-04-09T14:22:48.867994,10.0,-72.74639826034043,0,12
2026-04-09T14:22:48.871229,10.0,-72.45724644256828,0,13
2026-04-09T14:22:48.874481,10.0,-76.08842882479406,0,14
2026-04-09T14:22:48.878315,10.0,-67.11484867285192,0,15
2026-04-09T14:22:48.881992,10.0,-72.00669844677604,0,16
2026-04-09T14:22:48.885392,10.0,-78.92235489143935,0,17
2026-04-09T14:22:48.888895,10.0,-69.46913666655773,0,18
2026-04-09T14:22:48.892395,10.0,-75.3598606131464,0,19
2026-04-09T14:22:48.896264,10.0,-68.00483691253669,0,20
2026-04-09T14:22:48.900035,10.0,-62.788710657955264,0,21
2026-04-09T14:22:48.903606,10.0,-64.0008520275165,0,22
2026-04-09T14:22:48.907066,10.0,-73.20611109148125,0,23
2026-04-09T14:22:48.910467,10.0,-65.03959026749564,0,24
2026-04-09T14:22:48.913668,10.0,-68.9037455639545,0,25
2026-04-09T14:22:48.916872,10.0,-70.74476255904712,0,26
2026-04-09T14:22:48.920626,10.0,-69.77872997342317,0,27
2026-04-09T14:22:48.924282,10.0,-66.96758568752864,0,28
2026-04-09T14:22:48.927740,10.0,-75.64741239769482,0,29
2026-04-09T14:22:48.931475,10.0,-67.98496065377786,0,30
2026-04-09T14:22:48.934995,10.0,-63.1338164339968,0,31
2026-04-09T13:57:30.946014,10.0,-74.77589874544974,0,0
2026-04-09T13:57:30.955045,10.0,-61.5671066017335,1,0
2026-04-09T13:57:30.960233,10.0,-70.79926869180944,2,0
2026-04-09T13:57:30.964109,10.0,-77.86514076351257,3,0
2026-04-09T13:57:30.967056,10.0,-79.68197405608763,4,0
2026-04-09T13:57:30.969327,10.0,-78.7542232714097,5,0
2026-04-09T13:57:30.971387,10.0,-66.8089324076019,6,0
2026-04-09T13:57:30.973230,10.0,-79.23792772618073,7,0
2026-04-09T13:57:30.974770,10.0,-66.22618630194438,8,0
2026-04-09T13:57:30.976171,10.0,-79.86416458551976,9,0
2026-04-09T13:57:30.977467,10.0,-61.33963875411294,10,0
2026-04-09T13:57:30.978973,10.0,-60.97707585674837,11,0
2026-04-09T13:57:30.980271,10.0,-74.72059122329502,12,0
2026-04-09T13:57:30.981439,10.0,-67.10980004603995,13,0
2026-04-09T13:57:30.982481,10.0,-61.46887475415573,14,0
2026-04-09T13:57:30.983561,10.0,-73.65412821449662,15,0
2026-04-09T13:57:30.984577,10.0,-65.75778730477137,16,0
2026-04-09T13:57:30.985606,10.0,-73.47136921978407,17,0
2026-04-09T13:57:30.986615,10.0,-77.51169291927664,18,0
2026-04-09T13:57:30.987670,10.0,-75.56432428917327,19,0
2026-04-09T13:57:30.988759,10.0,-60.680988454125384,20,0
2026-04-09T13:57:30.989776,10.0,-78.81590092547077,21,0
2026-04-09T13:57:30.990796,10.0,-60.15113626857535,22,0
2026-04-09T13:57:30.991859,10.0,-71.36701666505758,23,0
2026-04-09T13:57:30.993003,10.0,-77.29940458603929,24,0
2026-04-09T13:57:30.994345,10.0,-70.59057611260077,25,0
2026-04-09T13:57:30.995852,10.0,-61.558071303056636,26,0
2026-04-09T13:57:30.997563,10.0,-69.0186417868753,27,0
2026-04-09T13:57:30.999577,10.0,-71.45388716525424,28,0
2026-04-09T13:57:31.001779,10.0,-72.36395134639034,29,0
2026-04-09T13:57:31.003549,10.0,-73.42301874088278,30,0
2026-04-09T13:57:31.005375,10.0,-60.85856166938397,31,0
2026-04-09T13:57:31.007033,10.0,-76.3648036412532,0,0
2026-04-09T13:57:31.008469,10.0,-71.38578597825867,0,1
2026-04-09T13:57:31.009751,10.0,-76.26883252972497,0,2
2026-04-09T13:57:31.011038,10.0,-76.16731801646706,0,3
2026-04-09T13:57:31.012447,10.0,-78.21832529228486,0,4
2026-04-09T13:57:31.013926,10.0,-66.50816998650313,0,5
2026-04-09T13:57:31.015643,10.0,-71.3407049968944,0,6
2026-04-09T13:57:31.017432,10.0,-73.98363761001823,0,7
2026-04-09T13:57:31.019097,10.0,-60.881289515134355,0,8
2026-04-09T13:57:31.020996,10.0,-74.96147353666183,0,9
2026-04-09T13:57:31.023739,10.0,-61.66871773356874,0,10
2026-04-09T13:57:31.026432,10.0,-62.87375260769458,0,11
2026-04-09T13:57:31.028624,10.0,-71.57938596353553,0,12
2026-04-09T13:57:31.030418,10.0,-69.10317438641337,0,13
2026-04-09T13:57:31.031993,10.0,-61.32636549109655,0,14
2026-04-09T13:57:31.033536,10.0,-76.71297547004983,0,15
2026-04-09T13:57:31.035065,10.0,-73.6735668868829,0,16
2026-04-09T13:57:31.036197,10.0,-62.700333510986546,0,17
2026-04-09T13:57:31.037142,10.0,-77.2305104922146,0,18
2026-04-09T13:57:31.038100,10.0,-70.21690361159926,0,19
2026-04-09T13:57:31.039034,10.0,-60.46024866249857,0,20
2026-04-09T13:57:31.039960,10.0,-70.12713243165125,0,21
2026-04-09T13:57:31.041023,10.0,-72.29209339168494,0,22
2026-04-09T13:57:31.042137,10.0,-73.77417145666767,0,23
2026-04-09T13:57:31.043513,10.0,-76.57624462973315,0,24
2026-04-09T13:57:31.044944,10.0,-60.29409924772567,0,25
2026-04-09T13:57:31.046624,10.0,-77.79770502501735,0,26
2026-04-09T13:57:31.048269,10.0,-65.49183249548082,0,27
2026-04-09T13:57:31.049729,10.0,-75.03937916671438,0,28
2026-04-09T13:57:31.051042,10.0,-75.27257216372232,0,29
2026-04-09T13:57:31.052316,10.0,-62.87375300290024,0,30
2026-04-09T13:57:31.053430,10.0,-67.486491388901,0,31
2026-04-09T14:57:15.905099,10.0,-57.26036071777344,0,0
2026-04-09T14:57:16.124933,10.0,-56.863298416137695,1,0
2026-04-09T14:57:16.346737,10.0,-56.37482166290283,2,0
2026-04-09T14:57:16.563600,10.0,-56.33596420288086,3,0
2026-04-09T14:57:16.781157,10.0,-56.415061950683594,4,0
2026-04-09T14:57:16.996088,10.0,-55.99926471710205,5,0
2026-04-09T14:57:17.213038,10.0,-56.302642822265625,6,0
2026-04-09T14:57:17.429932,10.0,-56.393327713012695,7,0
2026-04-09T14:57:17.648529,10.0,-56.390957832336426,8,0
2026-04-09T14:57:17.865165,10.0,-56.410908699035645,9,0
2026-04-09T14:57:18.081875,10.0,-56.6733455657959,10,0
2026-04-09T14:57:18.296080,10.0,-56.37877941131592,11,0
2026-04-09T14:57:18.513223,10.0,-56.119418144226074,12,0
2026-04-09T14:57:18.731155,10.0,-56.4680814743042,13,0
2026-04-09T14:57:18.951847,10.0,-56.62466049194336,14,0
2026-04-09T14:57:19.169350,10.0,-56.705708503723145,15,0
2026-04-09T14:57:19.385636,10.0,-56.59029960632324,16,0
2026-04-09T14:57:19.602075,10.0,-56.5169095993042,17,0
2026-04-09T14:57:19.819048,10.0,-56.464738845825195,18,0
2026-04-09T14:57:20.035990,10.0,-56.33084297180176,19,0
2026-04-09T14:57:20.253159,10.0,-56.46547794342041,20,0
2026-04-09T14:57:20.470219,10.0,-56.50096893310547,21,0
2026-04-09T14:57:20.687181,10.0,-56.3763952255249,22,0
2026-04-09T14:57:20.901229,10.0,-56.27814769744873,23,0
2026-04-09T14:57:21.119004,10.0,-56.362528800964355,24,0
2026-04-09T14:57:21.339244,10.0,-56.493234634399414,25,0
2026-04-09T14:57:21.556313,10.0,-56.24247074127197,26,0
2026-04-09T14:57:21.773297,10.0,-56.14223003387451,27,0
2026-04-09T14:57:21.990287,10.0,-56.23912811279297,28,0
2026-04-09T14:57:22.204179,10.0,-56.29801273345947,29,0
2026-04-09T14:57:22.424015,10.0,-56.35590076446533,30,0
2026-04-09T14:57:22.641340,10.0,-56.439361572265625,31,0
2026-04-09T14:57:22.859396,10.0,-56.59360885620117,0,0
2026-04-09T14:57:23.072280,10.0,-56.572089195251465,0,1
2026-04-09T14:57:23.289752,10.0,-56.51504039764404,0,2
2026-04-09T14:57:23.509751,10.0,-56.48203372955322,0,3
2026-04-09T14:57:23.724215,10.0,-56.468729972839355,0,4
2026-04-09T14:57:23.941894,10.0,-56.26289367675781,0,5
2026-04-09T14:57:24.161337,10.0,-56.45437717437744,0,6
2026-04-09T14:57:24.378261,10.0,-56.43460273742676,0,7
2026-04-09T14:57:24.592085,10.0,-56.39542579650879,0,8
2026-04-09T14:57:24.809422,10.0,-56.4164924621582,0,9
2026-04-09T14:57:25.029231,10.0,-56.62259578704834,0,10
2026-04-09T14:57:25.246523,10.0,-56.63876533508301,0,11
2026-04-09T14:57:25.461131,10.0,-56.73192024230957,0,12
2026-04-09T14:57:25.681125,10.0,-57.06462860107422,0,13
2026-04-09T14:57:25.898123,10.0,-56.66369915008545,0,14
2026-04-09T14:57:26.111875,10.0,-56.5374755859375,0,15
2026-04-09T14:57:26.328170,10.0,-56.010751724243164,0,16
2026-04-09T14:57:26.548169,10.0,-56.32061958312988,0,17
2026-04-09T14:57:26.765858,10.0,-54.40822124481201,0,18
2026-04-09T14:57:26.982137,10.0,-54.33195114135742,0,19
2026-04-09T14:57:27.195565,10.0,-54.8051643371582,0,20
2026-04-09T14:57:27.414741,10.0,-55.4715633392334,0,21
2026-04-09T14:57:27.631757,10.0,-55.00570774078369,0,22
2026-04-09T14:57:27.846090,10.0,-54.9829626083374,0,23
2026-04-09T14:57:28.065178,10.0,-54.28277015686035,0,24
2026-04-09T14:57:28.281262,10.0,-54.04240608215332,0,25
2026-04-09T14:57:28.497233,10.0,-53.37430953979492,0,26
2026-04-09T14:57:28.714105,10.0,-53.74879837036133,0,27
2026-04-09T14:57:28.930596,10.0,-53.87459754943848,0,28
2026-04-09T14:57:29.147018,10.0,-54.27837371826172,0,29
2026-04-09T14:57:29.360564,10.0,-54.18104648590088,0,30
2026-04-09T14:57:29.579994,10.0,-54.77548599243164,0,31
2026-04-09T15:01:18.205164,10.0,-53.89810562133789,0,0
2026-04-09T15:01:18.418476,10.0,-54.3781852722168,1,0
2026-04-09T15:01:18.636031,10.0,-54.64780330657959,2,0
2026-04-09T15:01:18.856197,10.0,-55.141897201538086,3,0
2026-04-09T15:01:19.070444,10.0,-55.16522407531738,4,0
2026-04-09T15:01:19.288169,10.0,-54.804344177246094,5,0
2026-04-09T15:01:19.509312,10.0,-54.656362533569336,6,0
2026-04-09T15:01:19.726093,10.0,-54.75180149078369,7,0
2026-04-09T15:01:19.942796,10.0,-54.87156867980957,8,0
2026-04-09T15:01:20.160207,10.0,-54.80360507965088,9,0
2026-04-09T15:01:20.375749,10.0,-54.75574016571045,10,0
2026-04-09T15:01:20.593216,10.0,-54.74722862243652,11,0
2026-04-09T15:01:20.811726,10.0,-54.783687591552734,12,0
2026-04-09T15:01:21.028127,10.0,-54.791579246520996,13,0
2026-04-09T15:01:21.244161,10.0,-54.71909046173096,14,0
2026-04-09T15:01:21.462384,10.0,-54.67748165130615,15,0
2026-04-09T15:01:21.676263,10.0,-54.63761329650879,16,0
2026-04-09T15:01:21.895193,10.0,-54.6340274810791,17,0
2026-04-09T15:01:22.109576,10.0,-54.693732261657715,18,0
2026-04-09T15:01:22.327039,10.0,-54.682722091674805,19,0
2026-04-09T15:01:22.547222,10.0,-54.72850322723389,20,0
2026-04-09T15:01:22.762369,10.0,-54.71066474914551,21,0
2026-04-09T15:01:22.979906,10.0,-54.70957279205322,22,0
2026-04-09T15:01:23.196983,10.0,-54.73738670349121,23,0
2026-04-09T15:01:23.417340,10.0,-54.72400665283203,24,0
2026-04-09T15:01:23.632293,10.0,-54.74365711212158,25,0
2026-04-09T15:01:23.853166,10.0,-54.729366302490234,26,0
2026-04-09T15:01:24.069653,10.0,-54.66555595397949,27,0
2026-04-09T15:01:24.284136,10.0,-54.59101676940918,28,0
2026-04-09T15:01:24.503858,10.0,-54.59636211395264,29,0
2026-04-09T15:01:24.721134,10.0,-54.71038341522217,30,0
2026-04-09T15:01:24.935790,10.0,-54.7757625579834,31,0
2026-04-09T15:01:25.152688,10.0,-54.648451805114746,0,0
2026-04-09T15:01:25.373137,10.0,-54.68642234802246,0,1
2026-04-09T15:01:25.586955,10.0,-54.69898223876953,0,2
2026-04-09T15:01:25.798588,10.0,-54.709105491638184,0,3
2026-04-09T15:01:26.016009,10.0,-54.68398094177246,0,4
2026-04-09T15:01:26.232651,10.0,-54.71414566040039,0,5
2026-04-09T15:01:26.449704,10.0,-54.724388122558594,0,6
2026-04-09T15:01:26.666544,10.0,-54.3022346496582,0,7
2026-04-09T15:01:26.884314,10.0,-54.304537773132324,0,8
2026-04-09T15:01:27.100851,10.0,-54.33825492858887,0,9
2026-04-09T15:01:27.321479,10.0,-54.3629264831543,0,10
2026-04-09T15:01:27.538426,10.0,-54.34545040130615,0,11
2026-04-09T15:01:27.753069,10.0,-54.357147216796875,0,12
2026-04-09T15:01:27.972910,10.0,-54.362382888793945,0,13
2026-04-09T15:01:28.190426,10.0,-54.2860746383667,0,14
2026-04-09T15:01:28.405202,10.0,-54.63841915130615,0,15
2026-04-09T15:01:28.625071,10.0,-53.922834396362305,0,16
2026-04-09T15:01:28.842266,10.0,-54.53500270843506,0,17
2026-04-09T15:01:29.057350,10.0,-54.41819190979004,0,18
2026-04-09T15:01:29.277508,10.0,-54.61782455444336,0,19
2026-04-09T15:01:29.495127,10.0,-54.04978275299072,0,20
2026-04-09T15:01:29.714199,10.0,-54.3579626083374,0,21
2026-04-09T15:01:29.928645,10.0,-54.20462608337402,0,22
2026-04-09T15:01:30.148223,10.0,-54.69813346862793,0,23
2026-04-09T15:01:30.365518,10.0,-53.97204875946045,0,24
2026-04-09T15:01:30.580238,10.0,-54.77841854095459,0,25
2026-04-09T15:01:30.798050,10.0,-55.33202648162842,0,26
2026-04-09T15:01:31.017891,10.0,-54.73369598388672,0,27
2026-04-09T15:01:31.234116,10.0,-54.67320442199707,0,28
2026-04-09T15:01:31.450389,10.0,-54.77916717529297,0,29
2026-04-09T15:01:31.667537,10.0,-54.86957550048828,0,30
2026-04-09T15:01:31.884824,10.0,-54.97490882873535,0,31
2026-04-09T15:02:02.591121,10.0,-56.2381649017334,0,0
2026-04-09T15:02:02.808768,10.0,-56.395583152770996,1,0
2026-04-09T15:02:03.029861,10.0,-56.38694763183594,2,0
2026-04-09T15:02:03.244528,10.0,-56.21068000793457,3,0
2026-04-09T15:02:03.464465,10.0,-56.171817779541016,4,0
2026-04-09T15:02:03.681483,10.0,-56.53465270996094,5,0
2026-04-09T15:02:03.895844,10.0,-56.62221908569336,6,0
2026-04-09T15:02:04.116386,10.0,-56.023550033569336,7,0
2026-04-09T15:02:04.333934,10.0,-55.37593364715576,8,0
2026-04-09T15:02:04.548159,10.0,-54.99067306518555,9,0
2026-04-09T15:02:04.765103,10.0,-56.48489952087402,10,0
2026-04-09T15:02:04.982593,10.0,-56.35184288024902,11,0
2026-04-09T15:02:05.199105,10.0,-57.28256702423096,12,0
2026-04-09T15:02:05.415930,10.0,-57.105984687805176,13,0
2026-04-09T15:02:05.633547,10.0,-57.050323486328125,14,0
2026-04-09T15:02:05.853848,10.0,-56.96221351623535,15,0
2026-04-09T15:02:06.068280,10.0,-56.96179389953613,16,0
2026-04-09T15:02:06.285066,10.0,-56.87807559967041,17,0
2026-04-09T15:02:06.502704,10.0,-56.786203384399414,18,0
2026-04-09T15:02:06.720110,10.0,-56.73430919647217,19,0
2026-04-09T15:02:06.936706,10.0,-56.74397945404053,20,0
2026-04-09T15:02:07.154523,10.0,-56.719608306884766,21,0
2026-04-09T15:02:07.371864,10.0,-56.75163745880127,22,0
2026-04-09T15:02:07.592399,10.0,-56.65984630584717,23,0
2026-04-09T15:02:07.807308,10.0,-56.620707511901855,24,0
2026-04-09T15:02:08.023957,10.0,-56.53505325317383,25,0
2026-04-09T15:02:08.240989,10.0,-56.545867919921875,26,0
2026-04-09T15:02:08.458069,10.0,-56.50097370147705,27,0
2026-04-09T15:02:08.675128,10.0,-56.484313011169434,28,0
2026-04-09T15:02:08.892461,10.0,-56.36916160583496,29,0
2026-04-09T15:02:09.109213,10.0,-56.237030029296875,30,0
2026-04-09T15:02:09.327507,10.0,-56.138691902160645,31,0
2026-04-09T15:02:09.544171,10.0,-56.04539394378662,0,0
2026-04-09T15:02:09.760535,10.0,-56.06100082397461,0,1
2026-04-09T15:02:09.976969,10.0,-56.05978965759277,0,2
2026-04-09T15:02:10.194341,10.0,-56.037325859069824,0,3
2026-04-09T15:02:10.411892,10.0,-56.062445640563965,0,4
2026-04-09T15:02:10.628206,10.0,-56.15912914276123,0,5
2026-04-09T15:02:10.846249,10.0,-56.24159336090088,0,6
2026-04-09T15:02:11.063230,10.0,-56.309471130371094,0,7
2026-04-09T15:02:11.280182,10.0,-56.30420207977295,0,8
2026-04-09T15:02:11.498303,10.0,-56.3303804397583,0,9
2026-04-09T15:02:11.715988,10.0,-56.37062072753906,0,10
2026-04-09T15:02:11.933902,10.0,-56.390371322631836,0,11
2026-04-09T15:02:12.150947,10.0,-56.39209270477295,0,12
2026-04-09T15:02:12.368556,10.0,-56.394052505493164,0,13
2026-04-09T15:02:12.589351,10.0,-56.38551712036133,0,14
2026-04-09T15:02:12.803909,10.0,-56.386141777038574,0,15
2026-04-09T15:02:13.020662,10.0,-56.368961334228516,0,16
2026-04-09T15:02:13.238067,10.0,-56.5391731262207,0,17
2026-04-09T15:02:13.455728,10.0,-56.446518898010254,0,18
2026-04-09T15:02:13.673262,10.0,-56.4797306060791,0,19
2026-04-09T15:02:13.891494,10.0,-56.47700309753418,0,20
2026-04-09T15:02:14.108014,10.0,-55.916171073913574,0,21
2026-04-09T15:02:14.328021,10.0,-55.92335224151611,0,22
2026-04-09T15:02:14.543551,10.0,-55.929741859436035,0,23
2026-04-09T15:02:14.759858,10.0,-55.736727714538574,0,24
2026-04-09T15:02:14.976708,10.0,-55.68315029144287,0,25
2026-04-09T15:02:15.194895,10.0,-55.52449703216553,0,26
2026-04-09T15:02:15.412062,10.0,-55.797271728515625,0,27
2026-04-09T15:02:15.632454,10.0,-55.84114074707031,0,28
2026-04-09T15:02:15.847241,10.0,-55.92268943786621,0,29
2026-04-09T15:02:16.064288,10.0,-55.58382511138916,0,30
2026-04-09T15:02:16.281844,10.0,-55.820255279541016,0,31
2026-04-09T15:26:26.642482,10.0,-56.42435550689697,0,0,0
2026-04-09T15:26:26.862253,10.0,-57.32125759124756,1,0,0
2026-04-09T15:26:27.076133,10.0,-57.76003360748291,2,0,0
2026-04-09T15:26:27.293109,10.0,-57.69742965698242,3,0,0
2026-04-09T15:26:27.512134,10.0,-58.315510749816895,4,0,0
2026-04-09T15:26:27.728977,10.0,-58.3716344833374,5,0,0
2026-04-09T15:26:27.944019,10.0,-58.334364891052246,6,0,0
2026-04-09T15:26:28.161089,10.0,-57.905869483947754,7,0,0
2026-04-09T15:26:28.381287,10.0,-57.67683982849121,8,0,0
2026-04-09T15:26:28.598357,10.0,-58.31466197967529,9,0,0
2026-04-09T15:26:28.811925,10.0,-57.745423316955566,10,0,0
2026-04-09T15:26:29.031795,10.0,-58.233304023742676,11,0,0
2026-04-09T15:26:29.249315,10.0,-58.872079849243164,12,0,0
2026-04-09T15:26:29.466213,10.0,-58.553667068481445,13,0,0
2026-04-09T15:26:29.682396,10.0,-57.6497220993042,14,0,0
2026-04-09T15:26:29.900074,10.0,-57.99995422363281,15,0,0
2026-04-09T15:26:30.116832,10.0,-58.05224895477295,16,0,0
2026-04-09T15:26:30.333529,10.0,-58.162217140197754,17,0,0
2026-04-09T15:26:30.550731,10.0,-58.10220241546631,18,0,0
2026-04-09T15:26:30.768273,10.0,-58.15909385681152,19,0,0
2026-04-09T15:26:30.985129,10.0,-58.126654624938965,20,0,0
2026-04-09T15:26:31.201059,10.0,-57.907304763793945,21,0,0
2026-04-09T15:26:31.417553,10.0,-59.10988807678223,22,0,0
2026-04-09T15:26:31.634649,10.0,-58.799076080322266,23,0,0
2026-04-09T15:26:31.851044,10.0,-58.19870471954346,24,0,0
2026-04-09T15:26:32.068599,10.0,-58.33549499511719,25,0,0
2026-04-09T15:26:32.284946,10.0,-58.45869541168213,26,0,0
2026-04-09T15:26:32.501430,10.0,-58.81035327911377,27,0,0
2026-04-09T15:26:32.717491,10.0,-59.31854724884033,28,0,0
2026-04-09T15:26:32.932876,10.0,-59.44474220275879,29,0,0
2026-04-09T15:26:33.149322,10.0,-59.14515972137451,30,0,0
2026-04-09T15:26:33.366327,10.0,-59.577999114990234,31,0,0
2026-04-09T15:26:33.582947,10.0,-58.60361576080322,0,0,0
2026-04-09T15:26:33.797035,10.0,-59.36409950256348,0,1,0
2026-04-09T15:26:34.017681,10.0,-60.50162315368652,0,2,0
2026-04-09T15:26:34.234451,10.0,-59.498629570007324,0,3,0
2026-04-09T15:26:34.451666,10.0,-59.29537773132324,0,4,0
2026-04-09T15:26:34.666142,10.0,-59.136528968811035,0,5,0
2026-04-09T15:26:34.886474,10.0,-59.33938503265381,0,6,0
2026-04-09T15:26:35.103029,10.0,-59.50986862182617,0,7,0
2026-04-09T15:26:35.319964,10.0,-59.46927070617676,0,8,0
2026-04-09T15:26:35.536665,10.0,-59.40249443054199,0,9,0
2026-04-09T15:26:35.753025,10.0,-59.26131248474121,0,10,0
2026-04-09T15:26:35.970459,10.0,-59.220404624938965,0,11,0
2026-04-09T15:26:36.184477,10.0,-59.30664539337158,0,12,0
2026-04-09T15:26:36.404238,10.0,-60.11117935180664,0,13,0
2026-04-09T15:26:36.621733,10.0,-60.40769577026367,0,14,0
2026-04-09T15:26:36.838393,10.0,-60.34873962402344,0,15,0
2026-04-09T15:26:37.054951,10.0,-60.49555778503418,0,16,0
2026-04-09T15:26:37.270678,10.0,-60.32935619354248,0,17,0
2026-04-09T15:26:37.487108,10.0,-58.32596778869629,0,18,0
2026-04-09T15:26:37.704549,10.0,-58.12252998352051,0,19,0
2026-04-09T15:26:37.921321,10.0,-57.6505184173584,0,20,0
2026-04-09T15:26:38.137341,10.0,-58.34601879119873,0,21,0
2026-04-09T15:26:38.354257,10.0,-57.90067195892334,0,22,0
2026-04-09T15:26:38.570498,10.0,-57.9188871383667,0,23,0
2026-04-09T15:26:38.787517,10.0,-57.2826623916626,0,24,0
2026-04-09T15:26:39.003001,10.0,-59.034414291381836,0,25,0
2026-04-09T15:26:39.219642,10.0,-61.37118339538574,0,26,0
2026-04-09T15:26:39.436509,10.0,-59.27905082702637,0,27,0
2026-04-09T15:26:39.653511,10.0,-60.22905349731445,0,28,0
2026-04-09T15:26:39.869498,10.0,-60.347628593444824,0,29,0
2026-04-09T15:26:40.085489,10.0,-60.66990375518799,0,30,0
2026-04-09T15:26:40.302864,10.0,-60.721421241760254,0,31,0
2026-04-09T15:26:40.519441,10.0,-61.23293876647949,0,0,0
2026-04-09T15:26:40.708013,10.0,-61.26688003540039,0,0,1
2026-04-09T15:26:40.900333,10.0,-61.44978046417236,0,0,2
2026-04-09T15:26:41.093488,10.0,-61.59315586090088,0,0,3
2026-04-09T15:26:41.285131,10.0,-61.74410820007324,0,0,4
2026-04-09T15:26:41.477958,10.0,-61.62803649902344,0,0,5
2026-04-09T15:26:41.669965,10.0,-61.44474506378174,0,0,6
2026-04-09T15:26:41.861123,10.0,-60.94677925109863,0,0,7
2026-04-09T15:26:42.054759,10.0,-62.22200393676758,0,0,8
2026-04-09T15:26:42.247614,10.0,-61.490445137023926,0,0,9
2026-04-09T15:26:42.440725,10.0,-62.571959495544434,0,0,10
2026-04-09T15:26:42.633159,10.0,-62.75859355926514,0,0,11
2026-04-09T15:26:42.825461,10.0,-62.92691230773926,0,0,12
2026-04-09T15:26:43.017936,10.0,-63.00951957702637,0,0,13
2026-04-09T15:26:43.209979,10.0,-62.88412570953369,0,0,14
2026-04-09T15:26:43.402877,10.0,-62.88750171661377,0,0,15
2026-04-09T15:26:43.596506,10.0,-62.82599925994873,0,0,16
2026-04-09T15:26:43.789822,10.0,-63.0828857421875,0,0,17
2026-04-09T15:26:43.982883,10.0,-63.13410758972168,0,0,18
2026-04-09T15:26:44.175959,10.0,-63.2180118560791,0,0,19
2026-04-09T15:26:44.368340,10.0,-63.19009304046631,0,0,20
2026-04-09T15:26:44.561723,10.0,-63.10562610626221,0,0,21
2026-04-09T15:26:44.754102,10.0,-63.01812171936035,0,0,22
2026-04-09T15:26:44.947207,10.0,-62.74975299835205,0,0,23
2026-04-09T15:26:45.139802,10.0,-62.48944282531738,0,0,24
2026-04-09T15:26:45.336919,10.0,-62.180137634277344,0,0,25
2026-04-09T15:26:45.530382,10.0,-62.15109825134277,0,0,26
