Timestamp,Power,Result,PatternRIS0,PatternRIS1
2026-06-15T22:39:57.306196,10.0,-74.58653002063784,0,2
2026-06-15T22:39:59.192924,10.0,-68.7865007403806,0,0
2026-06-15T22:39:59.200695,10.0,-69.76446398240596,1,0
2026-06-15T22:39:59.204740,10.0,-63.67025922954477,2,0
2026-06-15T22:39:59.208260,10.0,-70.11637111237748,2,0
2026-06-15T22:39:59.209303,10.0,-78.15698791140545,2,0
2026-06-15T22:39:59.211268,10.0,-60.27159203481196,2,0
2026-06-15T22:39:59.214260,10.0,-61.10608242864767,2,0
2026-06-15T22:39:59.215274,10.0,-63.94989997663243,2,0
2026-06-15T22:39:59.221272,10.0,-68.98036839013643,2,0
2026-06-15T22:39:59.225263,10.0,-62.49661931477045,2,0
2026-06-15T22:39:59.230274,10.0,-60.542388979646184,0,0
2026-06-15T22:39:59.235276,10.0,-71.48937113899261,0,0
2026-06-15T22:39:59.239275,10.0,-69.73142244817794,0,1
2026-06-15T22:39:59.243366,10.0,-62.989640935751524,0,1
2026-06-15T22:39:59.247383,10.0,-64.4624375366376,0,1
2026-06-15T22:39:59.251382,10.0,-61.780325139309866,0,2
2026-06-15T22:40:01.443144,10.0,-65.09003699694688,0,0
2026-06-15T22:40:01.458021,10.0,-65.10947641211482,1,0
2026-06-15T22:40:01.464016,10.0,-68.12574077197685,2,0
2026-06-15T22:40:01.469545,10.0,-74.44174958984914,2,0
2026-06-15T22:40:01.473542,10.0,-69.18328154444866,2,0
2026-06-15T22:40:01.478586,10.0,-68.4510711228026,2,0
2026-06-15T22:40:01.481582,10.0,-78.31300521510404,2,0
2026-06-15T22:40:01.487367,10.0,-65.71488750945291,2,0
2026-06-15T22:40:01.495653,10.0,-71.45579033449621,2,0
2026-06-15T22:40:01.507284,10.0,-71.26752799630857,0,0
2026-06-15T22:40:01.513270,10.0,-68.80318963610966,0,1
2026-06-15T22:40:01.516805,10.0,-74.72980938399863,0,2
2026-06-15T22:40:01.522808,10.0,-78.43852736213898,0,2
2026-06-15T22:40:01.525799,10.0,-74.14488252010926,0,2
2026-06-15T22:40:01.529822,10.0,-71.0891584073817,0,2
2026-06-15T22:40:01.534809,10.0,-75.67857388813454,0,2
2026-06-15T22:40:01.541546,10.0,-64.62474182584461,0,2
2026-06-15T22:40:01.549185,10.0,-68.83309694135937,0,2
2026-06-15T22:40:01.558313,10.0,-70.84887104677472,0,2
2026-06-15T22:41:03.142037,10.0,-68.99007607366887,0,0
2026-06-15T22:41:03.154029,10.0,-72.14588991457168,1,0
2026-06-15T22:41:03.161592,10.0,-78.64805956972383,2,0
2026-06-15T22:41:03.165600,10.0,-69.32573246271028,2,0
2026-06-15T22:41:03.169668,10.0,-73.55491390110397,2,0
2026-06-15T22:41:03.173672,10.0,-72.6901944952461,2,0
2026-06-15T22:41:03.179593,10.0,-64.29694086236563,2,0
2026-06-15T22:41:03.191640,10.0,-74.29014705239297,2,0
2026-06-15T22:41:03.199319,10.0,-64.69215860015842,0,0
2026-06-15T22:41:03.203332,10.0,-73.48682649506725,0,1
2026-06-15T22:41:03.207938,10.0,-63.49643336698928,0,1
2026-06-15T22:41:03.216934,10.0,-69.79027884620928,0,2
