Timestamp,Step,Power,Result
2026-05-11T19:59:38.212603,15,Noise,-71.91770759440627
2026-05-11T19:59:38.318471,16,Noise,-78.53387190130776
2026-05-11T19:59:38.423002,17,Noise,-65.26066600054503
2026-05-11T19:59:38.527982,18,Noise,-69.23869715223735
2026-05-11T19:59:38.633666,19,Noise,-63.519954307907085
2026-05-11T19:59:38.739636,20,Noise,-67.26565813339693
2026-05-11T22:11:08.402554,1,-30,-65.04222831490497
2026-05-11T22:11:08.506538,2,-30,-61.0310282222673
2026-05-11T22:11:08.610939,3,-30,-75.49877963344285
2026-05-11T22:11:08.715144,4,-30,-76.15771747864646
2026-05-11T22:11:08.819016,5,-30,-69.836928323901
2026-05-11T22:11:08.922937,6,-30,-64.38080190433877
2026-05-11T22:11:09.027484,7,-30,-62.63903952658835
2026-05-11T22:11:09.131848,8,-30,-75.74092920748748
2026-05-11T22:11:09.235859,9,-30,-63.84801022488237
2026-05-11T22:11:09.340403,10,-30,-64.14163290210703
2026-05-11T22:11:09.344808,11,Noise,-75.75779130159741
2026-05-11T22:11:09.448435,12,Noise,-61.653057821942724
2026-05-11T22:11:09.551932,13,Noise,-61.12785216802696
2026-05-11T22:11:09.656243,14,Noise,-75.85953839211344
2026-05-11T22:11:09.760233,15,Noise,-75.64593696269418
2026-05-11T22:11:09.864483,16,Noise,-79.45270655354093
2026-05-11T22:11:09.968718,17,Noise,-71.21063500022508
2026-05-11T22:11:10.072640,18,Noise,-63.38827439073107
2026-05-11T22:11:10.176984,19,Noise,-67.26441208725197
2026-05-11T22:11:10.282778,20,Noise,-69.57480274785362
2026-05-11T22:15:29.052466,1,-30,-76.9030819319944
2026-05-11T22:15:29.156064,2,-30,-61.13094768194537
2026-05-11T22:15:29.260032,3,-30,-79.87010744674471
2026-05-11T22:15:29.365242,4,-30,-73.02680630010383
2026-05-11T22:15:29.469715,5,-30,-70.77747169938499
2026-05-11T22:15:29.574459,6,-30,-63.98731055824931
2026-05-11T22:15:29.678399,7,-30,-65.98991019909799
2026-05-11T22:15:29.783649,8,-30,-65.51298392949828
2026-05-11T22:15:29.887866,9,-30,-61.662311381536156
2026-05-11T22:15:29.992213,10,-30,-78.75035853469984
2026-05-11T22:15:29.996621,11,Noise,-66.76139676596085
2026-05-11T22:15:30.101008,12,Noise,-69.24765507915474
2026-05-11T22:15:30.206334,13,Noise,-73.54956133466285
2026-05-11T22:15:30.310977,14,Noise,-69.05288400936887
2026-05-11T22:15:30.416638,15,Noise,-69.94527417856295
2026-05-11T22:15:30.520443,16,Noise,-62.551454673474055
2026-05-11T22:15:30.624548,17,Noise,-61.807696437551094
2026-05-11T22:15:30.728886,18,Noise,-70.2716898896179
2026-05-11T22:15:30.833374,19,Noise,-65.10125790218271
2026-05-11T22:15:30.937123,20,Noise,-71.07152150531549
2026-05-11T22:19:46.111322,1,-30,-70.9010585322658
2026-05-11T22:19:46.217321,2,-30,-65.91392019943063
2026-05-11T22:19:46.323157,3,-30,-70.57624126744179
2026-05-11T22:19:46.428307,4,-30,-67.0533008231528
2026-05-11T22:19:46.533874,5,-30,-77.08914587895025
2026-05-11T22:19:46.638787,6,-30,-73.30595371630714
2026-05-11T22:19:46.744400,7,-30,-69.91384741544573
2026-05-11T22:19:46.848176,8,-30,-79.63831259727614
2026-05-11T22:19:46.952779,9,-30,-66.5156346338915
2026-05-11T22:19:47.057094,10,-30,-63.58817445169624
2026-05-11T22:19:47.061016,11,Noise,-74.76675766017918
2026-05-11T22:19:47.165960,12,Noise,-77.85841732108712
2026-05-11T22:19:47.270383,13,Noise,-76.80796215763513
2026-05-11T22:19:47.376170,14,Noise,-71.86205671225468
2026-05-11T22:19:47.480620,15,Noise,-69.11391334318199
2026-05-11T22:19:47.585454,16,Noise,-60.61999449838612
2026-05-11T22:19:47.689136,17,Noise,-65.44455766557783
2026-05-11T22:19:47.793504,18,Noise,-60.802573006946204
2026-05-11T22:19:47.897293,19,Noise,-68.26817309190665
2026-05-11T22:19:48.002525,20,Noise,-76.34042430283873
2026-05-11T22:26:07.381597,1,-30,-68.90108883229203
2026-05-11T22:26:07.485559,2,-30,-62.94304821385998
2026-05-11T22:26:07.589176,3,-30,-77.94684149359202
2026-05-11T22:26:07.693429,4,-30,-62.957934094309586
2026-05-11T22:26:07.797930,5,-30,-65.4879498058861
2026-05-11T22:26:07.902629,6,-30,-69.05795470784987
2026-05-11T22:26:08.006398,7,-30,-68.93246492258552
2026-05-11T22:26:08.111105,8,-30,-68.23986116966522
2026-05-11T22:26:08.215324,9,-30,-74.39541361402453
2026-05-11T22:26:08.319689,10,-30,-64.48735834086536
2026-05-11T22:26:08.323318,11,Noise,-74.737362475351
2026-05-11T22:26:08.426746,12,Noise,-70.80934090910044
2026-05-11T22:26:08.531499,13,Noise,-71.45902747678129
2026-05-11T22:26:08.637050,14,Noise,-68.00988519728762
2026-05-11T22:26:08.743160,15,Noise,-68.5759968252543
2026-05-11T22:26:08.848157,16,Noise,-60.067906935588354
2026-05-11T22:26:08.953175,17,Noise,-73.41558173157406
2026-05-11T22:26:09.057761,18,Noise,-60.84284518105953
2026-05-11T22:26:09.161345,19,Noise,-76.97232515382852
2026-05-11T22:26:09.265889,20,Noise,-73.07198039362191
